14.0469;39.9990;-2097.00;
14.0490;39.9990;-2095.00;
14.0510;39.9990;-2093.00;
4.0010;39.9990;-2063.20;
14.0031;39.9990;-2031.60;
14.0052;39.9990;-2012.60;
14.0073;39.9990;-2003.00;
14.0094;39.9990;-2004.60;
14.0115;39.9990;-2004.40;
14.0135;39.9990;-2004.60;
14.0156;39.9990;-2000.40;
14.0177;39.9990;-1994.00;
14.0198;39.9990;-1985.80;
14.0219;39.9990;-1985.00;
14.0240;39.9990;-1991.40;
14.0260;39.9990;-2017.60;
14.0281;39.9990;-2045.00;
14.0302;39.9990;-2058.40;
14.0323;39.9990;-2070.00;
14.0344;39.9990;-2072.20;
14.0365;39.9990;-2075.40;
14.0385;39.9990;-2078.60;
14.0406;39.9990;-2069.40;
14.0427;39.9990;-2073.20;
14.0448;39.9990;-2085.40;
14.0469;39.9990;-2097.00;
14.0490;39.9990;-2095.00;
14.0510;39.9990;-2093.00;
4.0010;39.9990;-2063.20;
14.0031;39.9990;-2031.60;
14.0052;39.9990;-2012.60;
14.0073;39.9990;-2003.00;
14.0094;39.9990;-2004.60;
14.0115;39.9990;-2004.40;
14.0135;39.9990;-2004.60;
14.0156;39.9990;-2000.40;
14.0177;39.9990;-1994.00;
14.0198;39.9990;-1985.80;
14.0219;39.9990;-1985.00;
14.0240;39.9990;-1991.40;
14.0260;39.9990;-2017.60;
14.0281;39.9990;-2045.00;
14.0302;39.9990;-2058.40;
14.0323;39.9990;-2070.00;
14.0344;39.9990;-2072.20;
14.0365;39.9990;-2075.40;
14.0385;39.9990;-2078.60;
14.0406;39.9990;-2069.40;
14.0427;39.9990;-2073.20;
14.0448;39.9990;-2085.40;
14.0469;39.9990;-2097.00;
14.0490;39.9990;-2095.00;
14.0510;39.9990;-2093.00;

